immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
3607 YC 78,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
7657 KM 82,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
8851 FX 53,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
8399 PR 52,BMW,M5,507,très longue,5,5,blanc,true,66360
6110 WB 15,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
9095 RW 54,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
1093 CM 22,Audi,A2 1.4,75,courte,5,5,noir,true,12817
8899 HI 40,Audi,A2 1.4,75,courte,5,5,noir,true,12817
7908 PE 68,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6964 TC 53,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
5474 LG 68,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
3725 IE 19,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
7572 EG 64,BMW,M5,507,très longue,5,5,rouge,false,94800
1807 KJ 17,BMW,M5,507,très longue,5,5,bleu,true,66360
2202 XI 60,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
1216 WF 57,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
9601 ZX 71,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
2214 RB 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
5593 YF 16,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
58 WK 69,BMW,120i,150,moyenne,5,5,gris,true,25060
5909 YK 74,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
9588 CO 48,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
3323 TF 40,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
2135 VP 85,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
1035 KT 86,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
3148 GR 78,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4346 BJ 86,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
8242 EA 36,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
386 TD 55,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
3842 TV 95,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
2128 LB 73,BMW,M5,507,très longue,5,5,noir,false,94800
950 GL 86,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
1345 PO 22,Mercedes,S500,306,très longue,5,5,bleu,true,70910
6229 DG 43,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
1582 CN 96,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
3815 ZD 46,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9853 ZC 90,Daihatsu,Cuore 1.0,58,courte,5,3,blanc,false,8850
2492 KX 37,Daihatsu,Cuore 1.0,58,courte,5,3,blanc,false,8850
9821 WW 38,BMW,M5,507,très longue,5,5,blanc,false,94800
5520 ZF 69,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
2459 IH 83,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
47 LB 82,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7281 BD 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
814 FI 80,BMW,M5,507,très longue,5,5,gris,true,66360
4158 SC 60,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
8992 OB 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
8511 XE 91,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
2651 AE 54,BMW,M5,507,très longue,5,5,noir,false,94800
6968 LS 65,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
5893 HN 26,Mercedes,S500,306,très longue,5,5,blanc,true,70910
8890 FC 14,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
8162 ZT 12,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
5311 HL 95,Mercedes,S500,306,très longue,5,5,bleu,true,70910
4389 UB 81,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
5133 FY 61,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
3330 UI 33,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7381 ZL 77,BMW,M5,507,très longue,5,5,gris,true,66360
8708 HI 19,BMW,M5,507,très longue,5,5,noir,false,94800
3310 FW 64,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
924 NT 55,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
6889 SB 32,BMW,M5,507,très longue,5,5,noir,true,66360
9380 XO 74,BMW,M5,507,très longue,5,5,rouge,false,94800
8093 XO 12,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3286 DS 25,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
8664 FH 62,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5684 ZN 35,Audi,A3 2.0 FSI,150,moyenne,5,5,noir,true,19950
1732 CN 38,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
5904 RG 30,Mercedes,A200,136,moyenne,5,5,gris,true,18130
8024 PX 69,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
3434 GT 61,BMW,M5,507,très longue,5,5,gris,false,94800
5256 VQ 97,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
9864 ZV 40,BMW,M5,507,très longue,5,5,rouge,false,94800
1558 CG 21,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3524 BK 38,Mercedes,S500,306,très longue,5,5,rouge,false,101300
7679 QQ 24,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
4906 IM 61,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
9957 AQ 45,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
4838 NF 34,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3132 KX 82,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3150 OX 72,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
9654 PZ 68,Mercedes,S500,306,très longue,5,5,rouge,true,70910
1079 QS 28,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
9887 DM 35,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
7505 EP 83,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
8147 MO 46,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
1248 FD 25,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
9432 VW 48,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
1558 AQ 94,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
4415 QT 44,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
9292 GL 39,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
2707 CE 54,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
9202 WR 11,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1747 LD 92,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
6367 YT 55,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
3216 TL 20,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4036 BW 64,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
6062 GK 16,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5327 OC 93,Mercedes,S500,306,très longue,5,5,gris,false,101300
1863 OZ 77,BMW,M5,507,très longue,5,5,bleu,true,66360
9142 VN 92,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
5765 VY 72,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
1228 RB 83,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
4877 HA 50,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9579 WM 72,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
9303 WI 53,Mercedes,S500,306,très longue,5,5,rouge,true,70910
2026 NF 15,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
3808 RY 72,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8463 HT 90,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
9096 PO 39,BMW,M5,507,très longue,5,5,noir,false,94800
2246 BO 91,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
2197 TZ 83,Audi,A3 2.0 FSI,150,moyenne,5,5,bleu,false,28500
1400 BM 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
1438 LS 92,BMW,M5,507,très longue,5,5,bleu,false,94800
5380 NN 93,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
4186 WV 30,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
826 OC 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
6794 PI 11,Volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,false,26630
3454 EL 70,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
6551 KN 55,BMW,120i,150,moyenne,5,5,noir,true,25060
879 RL 73,BMW,M5,507,très longue,5,5,noir,false,94800
406 JZ 60,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
6526 PS 56,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
5599 FG 25,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
1087 FF 72,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
1004 LM 11,Audi,A2 1.4,75,courte,5,5,gris,true,12817
6676 VR 26,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
5451 YH 74,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
3174 UY 92,BMW,M5,507,très longue,5,5,blanc,false,94800
520 VG 48,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
1317 EI 14,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
9479 TN 33,BMW,M5,507,très longue,5,5,blanc,true,66360
2708 ZY 28,BMW,M5,507,très longue,5,5,gris,true,66360
7298 PI 80,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7505 FK 21,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
1481 JS 56,BMW,M5,507,très longue,5,5,noir,true,66360
9528 IB 51,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
3227 LZ 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
1466 HF 69,Lancia,Ypsilon 1.4 16V,90,courte,5,3,bleu,false,13500
73 HS 16,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
3741 AW 30,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5734 YL 66,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
6402 HN 54,Mercedes,S500,306,très longue,5,5,noir,true,70910
4687 FR 37,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
3923 ME 53,Mercedes,S500,306,très longue,5,5,rouge,true,70910
1192 GH 15,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
5364 LZ 81,Mercedes,A200,136,moyenne,5,5,gris,true,18130
335 QE 80,Mercedes,S500,306,très longue,5,5,rouge,true,70910
9728 VV 33,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7201 FQ 81,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
1761 PQ 91,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
6493 YV 62,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
8249 NV 54,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
6503 FE 38,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
1472 ID 77,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
2873 GR 91,Mercedes,S500,306,très longue,5,5,gris,false,101300
612 EP 67,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
4159 AY 59,Mercedes,S500,306,très longue,5,5,gris,true,70910
1937 BY 57,BMW,M5,507,très longue,5,5,rouge,false,94800
7072 MM 69,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
9508 YV 52,Mini,Copper 1.6 16V,115,courte,5,5,bleu,false,18200
7080 PA 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7113 RX 47,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
3345 FT 76,BMW,M5,507,très longue,5,5,noir,false,94800
2970 LB 88,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
6769 KS 80,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
8962 YD 27,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
2597 LD 94,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
6691 QI 14,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5577 VZ 19,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
6963 QS 54,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
6287 OL 43,BMW,M5,507,très longue,5,5,noir,true,66360
4342 YN 75,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4462 UG 76,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
5763 JU 88,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
7037 NY 55,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
9964 CX 55,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
8221 IQ 14,Mercedes,A200,136,moyenne,5,5,gris,false,25900
3173 TA 37,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
1217 XZ 31,BMW,120i,150,moyenne,5,5,bleu,true,25060
8768 EZ 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
3140 OG 84,Skoda,Superb 2.8 V6,193,très longue,5,5,blanc,false,31790
4180 RE 60,BMW,M5,507,très longue,5,5,gris,false,94800
9817 HQ 48,BMW,M5,507,très longue,5,5,bleu,true,66360
4536 NS 55,Nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450
9920 RM 86,Dacia,Logan 1.6 MPI,90,moyenne,5,5,gris,false,7500
9623 JL 34,BMW,M5,507,très longue,5,5,blanc,false,94800
8026 VH 75,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
7266 TM 21,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
189 JY 80,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
3116 KT 92,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
8903 LD 35,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
411 II 64,BMW,M5,507,très longue,5,5,rouge,false,94800
7709 ZL 41,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5899 HP 51,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5745 DV 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
1099 TO 28,Audi,A2 1.4,75,courte,5,5,noir,false,18310
256 IG 11,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
8777 NN 32,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
1776 MP 72,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
1814 FO 17,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9321 QU 11,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
5414 DM 53,Nissan,Maxima 3.0 V6,200,très longue,5,5,rouge,false,30000
8070 YT 84,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
9839 MP 35,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
3253 WG 88,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
7455 AC 51,BMW,120i,150,moyenne,5,5,bleu,true,25060
4039 LM 17,Mercedes,S500,306,très longue,5,5,blanc,false,101300
8035 OL 13,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
7537 EG 88,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
402 DZ 51,BMW,M5,507,très longue,5,5,noir,false,94800
2308 KG 42,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
7645 AY 93,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
3698 PP 13,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
2620 QR 76,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
7162 DP 79,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
4863 AU 66,Lancia,Ypsilon 1.4 16V,90,courte,5,3,gris,false,13500
8118 QB 11,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
808 LO 24,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
4400 LA 70,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4939 WJ 42,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
1920 UF 62,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
6444 FP 65,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
4139 FP 40,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
7825 XG 43,Audi,A2 1.4,75,courte,5,5,noir,true,12817
2653 AC 48,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
4346 CE 11,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
3319 ZU 26,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3660 VO 27,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
8067 MX 37,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
7686 ZX 50,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
