marque,nom,immatriculation,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix,prediction
Renault,Vel Satis 3.5 V6,4328 TA 16,245,très longue,5,5,noir,false,49200,2
BMW,M5,1477 LJ 43,507,très longue,5,5,bleu,false,94800,2
Fiat,Croma 2.2,7659 OO 90,147,longue,5,5,gris,false,24780,0
Nissan,Maxima 3.0 V6,166 QC 15,200,très longue,5,5,blanc,false,30000,2
Dacia,Logan 1.6 MPI,1052 DQ 34,90,moyenne,5,5,blanc,false,7500,0
Saab,9.3 1.8T,4701 HI 91,150,longue,5,5,gris,false,38600,0
Volvo,S80 T6,2444 ND 82,272,très longue,5,5,rouge,false,50500,2
Daihatsu,Cuore 1.0,2717 QP 72,58,courte,5,3,gris,false,8850,1
Renault,Laguna 2.0T,2158 IM 44,170,longue,5,5,gris,false,27300,0
Renault,Megane 2.0 16V,7172 KZ 61,135,moyenne,5,5,rouge,false,22350,0
Kia,Picanto 1.1,781 NZ 75,65,courte,5,5,noir,false,8990,3
Volkswagen,Polo 1.2 6V,688 JR 96,55,courte,5,3,bleu,false,12200,1
Renault,Vel Satis 3.5 V6,463 MG 77,245,très longue,5,5,bleu,false,49200,2
Saab,9.3 1.8T,3434 LM 65,150,longue,5,5,gris,false,38600,0
Peugeot,1007 1.4,1295 GY 19,75,courte,5,5,noir,false,13750,3
Peugeot,1007 1.4,7732 AA 32,75,courte,5,5,rouge,false,13750,3
Seat,Toledo 1.6,9155 DO 88,102,longue,5,5,noir,false,18880,0
Lancia,Ypsilon 1.4 16V,531 WI 57,90,courte,5,3,blanc,false,13500,1
Volvo,S80 T6,344 JD 43,272,très longue,5,5,blanc,false,50500,2
Mercedes,A200,1562 QK 63,136,moyenne,5,5,rouge,false,25900,0
Volkswagen,Golf 2.0 FSI,5180 YO 26,150,moyenne,5,5,noir,false,22900,0
Volkswagen,Polo 1.2 6V,1034 OU 72,55,courte,5,3,blanc,false,12200,1
Ford,Mondeo 1.8,8388 IN 50,125,longue,5,5,noir,false,23900,0
Audi,A2 1.4,1844 ZY 81,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,3664 JQ 33,197,longue,5,5,bleu,false,37100,0
Renault,Vel Satis 3.5 V6,7666 DQ 77,245,très longue,5,5,gris,false,49200,2
Renault,Megane 2.0 16V,487 JH 30,135,moyenne,5,5,bleu,false,22350,0
Renault,Vel Satis 3.5 V6,3422 OW 61,245,très longue,5,5,gris,false,49200,2
Renault,Vel Satis 3.5 V6,499 TB 50,245,très longue,5,5,noir,false,49200,2
Audi,A2 1.4,3600 EY 25,75,courte,5,5,blanc,false,18310,3
Fiat,Croma 2.2,6634 RX 55,147,longue,5,5,rouge,false,24780,0
Audi,A2 1.4,7272 RN 46,75,courte,5,5,gris,false,18310,3
Peugeot,1007 1.4,9512 XB 46,75,courte,5,5,blanc,false,13750,3
Renault,Vel Satis 3.5 V6,771 KI 14,245,très longue,5,5,gris,false,49200,2
Ford,Mondeo 1.8,1945 NV 14,125,longue,5,5,bleu,false,23900,0
Renault,Megane 2.0 16V,2417 BM 29,135,moyenne,5,5,noir,false,22350,0
BMW,M5,5554 ZG 56,507,très longue,5,5,blanc,false,94800,2
Volkswagen,Golf 2.0 FSI,4130 JI 32,150,moyenne,5,5,gris,false,22900,0
Nissan,Maxima 3.0 V6,9688 PE 30,200,très longue,5,5,gris,false,30000,2
Nissan,Maxima 3.0 V6,9318 DQ 18,200,très longue,5,5,bleu,false,30000,2
BMW,M5,8621 UC 93,507,très longue,5,5,bleu,false,94800,2
Volkswagen,Golf 2.0 FSI,7045 EC 85,150,moyenne,5,5,bleu,false,22900,0
Seat,Toledo 1.6,3760 CT 37,102,longue,5,5,blanc,false,18880,0
Daihatsu,Cuore 1.0,4657 NC 86,58,courte,5,3,gris,false,8850,1
Fiat,Croma 2.2,642 UF 63,147,longue,5,5,blanc,false,24780,0
Audi,A2 1.4,1078 QV 96,75,courte,5,5,bleu,false,18310,3
BMW,M5,2689 PV 52,507,très longue,5,5,blanc,false,94800,2
Kia,Picanto 1.1,2693 AQ 42,65,courte,5,5,rouge,false,8990,3
BMW,M5,218 DY 15,507,très longue,5,5,bleu,false,94800,2
Volvo,S80 T6,2737 LK 50,272,très longue,5,5,noir,false,50500,2
Volkswagen,New Beatle 1.8,3108 ZF 95,110,moyenne,5,5,bleu,false,26630,0
Seat,Toledo 1.6,2665 JR 81,102,longue,5,5,noir,false,18880,0
Renault,Megane 2.0 16V,2474 ON 70,135,moyenne,5,5,bleu,false,22350,0
Jaguar,X-Type 2.5 V6,9461 SF 37,197,longue,5,5,gris,false,37100,0
Skoda,Superb 2.8 V6,3564 PA 30,193,très longue,5,5,noir,false,31790,2
Renault,Megane 2.0 16V,3215 NI 18,135,moyenne,5,5,gris,false,22350,0
Volkswagen,Polo 1.2 6V,502 ZT 44,55,courte,5,3,blanc,false,12200,1
Volkswagen,Polo 1.2 6V,454 PJ 28,55,courte,5,3,blanc,false,12200,1
Dacia,Logan 1.6 MPI,9317 HK 71,90,moyenne,5,5,blanc,false,7500,0
BMW,M5,2402 PX 65,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,9710 XC 79,75,courte,5,5,gris,false,18310,3
Peugeot,1007 1.4,2759 XS 24,75,courte,5,5,noir,false,13750,3
Ford,Mondeo 1.8,1044 UL 47,125,longue,5,5,bleu,false,23900,0
Fiat,Croma 2.2,43 HI 49,147,longue,5,5,blanc,false,24780,0
Fiat,Croma 2.2,1423 IJ 43,147,longue,5,5,noir,false,24780,0
Volkswagen,Polo 1.2 6V,9753 QY 52,55,courte,5,3,rouge,false,12200,1
Nissan,Maxima 3.0 V6,6823 KH 12,200,très longue,5,5,blanc,false,30000,2
Renault,Vel Satis 3.5 V6,2662 VN 24,245,très longue,5,5,noir,false,49200,2
Volkswagen,Polo 1.2 6V,4856 SO 73,55,courte,5,3,rouge,false,12200,1
Audi,A2 1.4,7495 KF 45,75,courte,5,5,gris,false,18310,3
Mercedes,A200,9818 PG 43,136,moyenne,5,5,bleu,false,25900,0
Volvo,S80 T6,8206 WZ 67,272,très longue,5,5,gris,false,50500,2
Mercedes,A200,9784 HB 64,136,moyenne,5,5,rouge,false,25900,0
Jaguar,X-Type 2.5 V6,4545 QK 83,197,longue,5,5,bleu,false,37100,0
BMW,M5,4795 WL 31,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,6441 SR 14,75,courte,5,5,bleu,false,18310,3
Volvo,S80 T6,819 ME 14,272,très longue,5,5,bleu,false,50500,2
Mercedes,S500,7500 NR 96,306,très longue,5,5,gris,false,101300,2
BMW,M5,7980 LZ 47,507,très longue,5,5,blanc,false,94800,2
BMW,M5,4011 CM 41,507,très longue,5,5,bleu,false,94800,2
BMW,M5,4107 HP 88,507,très longue,5,5,noir,false,94800,2
Fiat,Croma 2.2,6849 QA 34,147,longue,5,5,blanc,false,24780,0
Volkswagen,Golf 2.0 FSI,8710 KC 60,150,moyenne,5,5,rouge,false,22900,0
Dacia,Logan 1.6 MPI,681 VM 10,90,moyenne,5,5,blanc,false,7500,0
Jaguar,X-Type 2.5 V6,9326 MF 37,197,longue,5,5,bleu,false,37100,0
Skoda,Superb 2.8 V6,9172 AX 64,193,très longue,5,5,gris,false,31790,2
Audi,A2 1.4,5170 ED 11,75,courte,5,5,noir,false,18310,3
Volkswagen,Golf 2.0 FSI,11 XJ 48,150,moyenne,5,5,rouge,false,22900,0
Jaguar,X-Type 2.5 V6,6599 IO 14,197,longue,5,5,bleu,false,37100,0
Nissan,Maxima 3.0 V6,491 SG 16,200,très longue,5,5,bleu,false,30000,2
BMW,M5,8456 XM 68,507,très longue,5,5,blanc,false,94800,2
Fiat,Croma 2.2,5792 ZL 59,147,longue,5,5,rouge,false,24780,0
Nissan,Primera 1.6,6798 XB 39,109,longue,5,5,gris,false,18650,0
BMW,M5,2974 BY 93,507,très longue,5,5,noir,false,94800,2
Nissan,Almera 1.8,1147 WT 94,115,moyenne,5,5,blanc,false,16450,0
Jaguar,X-Type 2.5 V6,8493 OV 18,197,longue,5,5,rouge,false,37100,0
Dacia,Logan 1.6 MPI,4683 RH 94,90,moyenne,5,5,rouge,false,7500,0
Fiat,Croma 2.2,8232 EK 72,147,longue,5,5,gris,false,24780,0
Fiat,Croma 2.2,3822 ZL 40,147,longue,5,5,noir,false,24780,0
Fiat,Croma 2.2,1077 GI 34,147,longue,5,5,bleu,false,24780,0
Volvo,S80 T6,6412 AE 10,272,très longue,5,5,gris,false,50500,2
Audi,A2 1.4,1089 SP 70,75,courte,5,5,noir,false,18310,3
Volkswagen,Polo 1.2 6V,1167 GZ 15,55,courte,5,3,gris,false,12200,1
Renault,Laguna 2.0T,4529 NQ 39,170,longue,5,5,noir,false,27300,0
Peugeot,1007 1.4,7929 GZ 36,75,courte,5,5,noir,false,13750,3
Jaguar,X-Type 2.5 V6,5769 UM 38,197,longue,5,5,blanc,false,37100,0
Mini,Copper 1.6 16V,1883 DE 93,115,courte,5,5,blanc,false,18200,3
Renault,Megane 2.0 16V,3610 PM 43,135,moyenne,5,5,bleu,false,22350,0
Peugeot,1007 1.4,5326 WM 77,75,courte,5,5,blanc,false,13750,3
Volvo,S80 T6,6106 HX 17,272,très longue,5,5,blanc,false,50500,2
Ford,Mondeo 1.8,3614 ZR 20,125,longue,5,5,bleu,false,23900,0
BMW,M5,7729 MA 25,507,très longue,5,5,blanc,false,94800,2
Renault,Vel Satis 3.5 V6,4736 GT 28,245,très longue,5,5,bleu,false,49200,2
Volvo,S80 T6,9599 OK 96,272,très longue,5,5,noir,false,50500,2
Renault,Laguna 2.0T,1834 LF 97,170,longue,5,5,rouge,false,27300,0
Ford,Mondeo 1.8,5348 RS 48,125,longue,5,5,bleu,false,23900,0
Audi,A2 1.4,3066 QE 93,75,courte,5,5,rouge,false,18310,3
Audi,A2 1.4,7468 LZ 64,75,courte,5,5,bleu,false,18310,3
Audi,A2 1.4,505 XL 31,75,courte,5,5,blanc,false,18310,3
Audi,A2 1.4,6081 HW 16,75,courte,5,5,gris,false,18310,3
Renault,Laguna 2.0T,609 MJ 75,170,longue,5,5,gris,false,27300,0
BMW,M5,3173 JV 77,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,7571 CK 44,75,courte,5,5,noir,false,18310,3
Jaguar,X-Type 2.5 V6,6905 KH 39,197,longue,5,5,noir,false,37100,0
Peugeot,1007 1.4,4692 QJ 22,75,courte,5,5,noir,false,13750,3
BMW,M5,9331 IO 31,507,très longue,5,5,gris,false,94800,2
Mercedes,S500,358 KC 48,306,très longue,5,5,bleu,false,101300,2
Volkswagen,Polo 1.2 6V,7215 SK 90,55,courte,5,3,bleu,false,12200,1
Audi,A2 1.4,5753 AP 96,75,courte,5,5,gris,false,18310,3
Volvo,S80 T6,2700 RT 90,272,très longue,5,5,gris,false,50500,2
Renault,Vel Satis 3.5 V6,6101 PA 29,245,très longue,5,5,blanc,false,49200,2
Volvo,S80 T6,9115 IH 51,272,très longue,5,5,blanc,false,50500,2
Jaguar,X-Type 2.5 V6,5379 RX 61,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,9311 AF 58,75,courte,5,5,bleu,false,18310,3
Kia,Picanto 1.1,8039 PU 93,65,courte,5,5,bleu,false,8990,3
Volvo,S80 T6,9830 OW 16,272,très longue,5,5,bleu,false,50500,2
Renault,Laguna 2.0T,2567 UI 89,170,longue,5,5,rouge,false,27300,0
Volvo,S80 T6,8610 BR 36,272,très longue,5,5,blanc,false,50500,2
Jaguar,X-Type 2.5 V6,2636 GS 93,197,longue,5,5,blanc,false,37100,0
Audi,A2 1.4,5324 FB 20,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,4064 JN 72,75,courte,5,5,bleu,false,18310,3
Mercedes,S500,3871 IP 40,306,très longue,5,5,blanc,false,101300,2
Renault,Vel Satis 3.5 V6,8617 PK 58,245,très longue,5,5,blanc,false,49200,2
Renault,Laguna 2.0T,623 PZ 31,170,longue,5,5,bleu,false,27300,0
Jaguar,X-Type 2.5 V6,6702 MC 13,197,longue,5,5,gris,false,37100,0
Nissan,Maxima 3.0 V6,6328 EP 18,200,très longue,5,5,blanc,false,30000,2
Saab,9.3 1.8T,1851 LT 31,150,longue,5,5,gris,false,38600,0
Fiat,Croma 2.2,3679 DW 36,147,longue,5,5,rouge,false,24780,0
Fiat,Croma 2.2,1537 DD 64,147,longue,5,5,noir,false,24780,0
BMW,M5,2952 EI 27,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,8547 OP 55,272,très longue,5,5,noir,false,50500,2
Fiat,Croma 2.2,6205 XM 18,147,longue,5,5,noir,false,24780,0
Volkswagen,Golf 2.0 FSI,6133 CV 83,150,moyenne,5,5,noir,false,22900,0
Audi,A2 1.4,3769 RH 17,75,courte,5,5,rouge,false,18310,3
Seat,Toledo 1.6,4304 PG 61,102,longue,5,5,gris,false,18880,0
Mini,Copper 1.6 16V,6568 ET 93,115,courte,5,5,gris,false,18200,3
BMW,M5,5195 HN 48,507,très longue,5,5,bleu,false,94800,2
Kia,Picanto 1.1,4672 TF 73,65,courte,5,5,rouge,false,8990,3
Volkswagen,Polo 1.2 6V,9496 LJ 30,55,courte,5,3,bleu,false,12200,1
Renault,Vel Satis 3.5 V6,765 NE 64,245,très longue,5,5,noir,false,49200,2
Renault,Megane 2.0 16V,5382 QS 83,135,moyenne,5,5,noir,false,22350,0
Fiat,Croma 2.2,286 AB 96,147,longue,5,5,noir,false,24780,0
Nissan,Primera 1.6,5586 JD 57,109,longue,5,5,rouge,false,18650,0
Jaguar,X-Type 2.5 V6,4855 OT 36,197,longue,5,5,gris,false,37100,0
BMW,M5,3340 BO 65,507,très longue,5,5,bleu,false,94800,2
Renault,Vel Satis 3.5 V6,4080 OD 37,245,très longue,5,5,rouge,false,49200,2
Volkswagen,Polo 1.2 6V,3512 HB 68,55,courte,5,3,rouge,false,12200,1
Audi,A2 1.4,9148 LH 15,75,courte,5,5,noir,false,18310,3
Ford,Mondeo 1.8,7957 TT 91,125,longue,5,5,bleu,false,23900,0
Ford,Mondeo 1.8,2006 BH 60,125,longue,5,5,noir,false,23900,0
Audi,A2 1.4,6580 FU 62,75,courte,5,5,gris,false,18310,3
Volkswagen,Polo 1.2 6V,3732 BL 42,55,courte,5,3,rouge,false,12200,1
BMW,M5,2865 TP 74,507,très longue,5,5,gris,false,94800,2
BMW,M5,913 TM 88,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,4406 GA 94,75,courte,5,5,noir,false,18310,3
Volvo,S80 T6,940 IO 49,272,très longue,5,5,blanc,false,50500,2
Skoda,Superb 2.8 V6,3567 CP 46,193,très longue,5,5,gris,false,31790,2
Audi,A2 1.4,5113 FV 44,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,4997 UF 59,197,longue,5,5,noir,false,37100,0
Renault,Laguna 2.0T,9247 VL 87,170,longue,5,5,gris,false,27300,0
Ford,Mondeo 1.8,6107 CD 20,125,longue,5,5,blanc,false,23900,0
BMW,M5,3107 EL 98,507,très longue,5,5,blanc,false,94800,2
Jaguar,X-Type 2.5 V6,2201 TU 75,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,7372 SM 82,75,courte,5,5,gris,false,18310,3
Volkswagen,Polo 1.2 6V,7101 WF 64,55,courte,5,3,bleu,false,12200,1
Jaguar,X-Type 2.5 V6,119 LE 92,197,longue,5,5,rouge,false,37100,0
Ford,Mondeo 1.8,5505 YP 48,125,longue,5,5,bleu,false,23900,0
Volkswagen,Polo 1.2 6V,9176 TJ 19,55,courte,5,3,gris,false,12200,1
Audi,A2 1.4,3872 PZ 49,75,courte,5,5,noir,false,18310,3
Peugeot,1007 1.4,7377 OP 71,75,courte,5,5,gris,false,13750,3
Volvo,S80 T6,1298 HL 64,272,très longue,5,5,rouge,false,50500,2
Renault,Vel Satis 3.5 V6,7866 GB 41,245,très longue,5,5,noir,false,49200,2
Ford,Mondeo 1.8,4535 JU 16,125,longue,5,5,rouge,false,23900,0
Nissan,Almera 1.8,1116 PE 59,115,moyenne,5,5,bleu,false,16450,0
Mercedes,S500,1037 JB 58,306,très longue,5,5,bleu,false,101300,2
BMW,M5,417 SA 74,507,très longue,5,5,noir,false,94800,2
Daihatsu,Cuore 1.0,2331 UW 38,58,courte,5,3,noir,false,8850,1
Renault,Laguna 2.0T,6541 BW 44,170,longue,5,5,gris,false,27300,0
Kia,Picanto 1.1,3248 CD 45,65,courte,5,5,gris,false,8990,3
Audi,A2 1.4,4394 HL 68,75,courte,5,5,noir,false,18310,3
Ford,Mondeo 1.8,5175 XM 57,125,longue,5,5,rouge,false,23900,0
Audi,A2 1.4,9226 IY 39,75,courte,5,5,blanc,false,18310,3
Volkswagen,Polo 1.2 6V,8333 ID 91,55,courte,5,3,blanc,false,12200,1
Fiat,Croma 2.2,3146 PX 84,147,longue,5,5,blanc,false,24780,0
BMW,M5,4626 CE 41,507,très longue,5,5,noir,false,94800,2
Jaguar,X-Type 2.5 V6,9108 OE 42,197,longue,5,5,bleu,false,37100,0
Ford,Mondeo 1.8,7479 PM 41,125,longue,5,5,gris,false,23900,0
Daihatsu,Cuore 1.0,4132 DW 50,58,courte,5,3,noir,false,8850,1
Fiat,Croma 2.2,9734 MO 97,147,longue,5,5,bleu,false,24780,0
Audi,A2 1.4,2947 ZV 21,75,courte,5,5,blanc,false,18310,3
Mercedes,S500,7819 AW 14,306,très longue,5,5,noir,false,101300,2
Audi,A2 1.4,5441 KH 41,75,courte,5,5,blanc,false,18310,3
Fiat,Croma 2.2,2402 TR 66,147,longue,5,5,noir,false,24780,0
Ford,Mondeo 1.8,8915 XN 39,125,longue,5,5,rouge,false,23900,0
BMW,M5,425 YN 20,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,4487 XL 98,272,très longue,5,5,rouge,false,50500,2
Mini,Copper 1.6 16V,4061 ZP 91,115,courte,5,5,noir,false,18200,3
BMW,M5,6123 JK 79,507,très longue,5,5,blanc,false,94800,2
Renault,Vel Satis 3.5 V6,3816 LZ 41,245,très longue,5,5,noir,false,49200,2
Volvo,S80 T6,9849 LB 16,272,très longue,5,5,rouge,false,50500,2
Kia,Picanto 1.1,257 HC 57,65,courte,5,5,blanc,false,8990,3
Jaguar,X-Type 2.5 V6,1529 XA 87,197,longue,5,5,rouge,false,37100,0
Skoda,Superb 2.8 V6,5161 RC 81,193,très longue,5,5,rouge,false,31790,2
Renault,Vel Satis 3.5 V6,2331 HO 21,245,très longue,5,5,noir,false,49200,2
Mercedes,S500,1324 QA 27,306,très longue,5,5,gris,false,101300,2
Renault,Megane 2.0 16V,2136 FM 39,135,moyenne,5,5,rouge,false,22350,0
Jaguar,X-Type 2.5 V6,9150 NY 60,197,longue,5,5,rouge,false,37100,0
Volkswagen,Golf 2.0 FSI,5061 PL 38,150,moyenne,5,5,rouge,false,22900,0
Mercedes,A200,8338 UT 69,136,moyenne,5,5,rouge,false,25900,0
Nissan,Maxima 3.0 V6,5339 WS 41,200,très longue,5,5,blanc,false,30000,2
BMW,M5,7561 JU 72,507,très longue,5,5,rouge,false,94800,2
Lancia,Ypsilon 1.4 16V,5332 IJ 38,90,courte,5,3,noir,false,13500,1
Saab,9.3 1.8T,7161 JZ 77,150,longue,5,5,noir,false,38600,0
Renault,Laguna 2.0T,5298 YX 19,170,longue,5,5,noir,false,27300,0
Volkswagen,Golf 2.0 FSI,746 UW 46,150,moyenne,5,5,rouge,false,22900,0
Renault,Laguna 2.0T,5752 LZ 82,170,longue,5,5,blanc,false,27300,0
Audi,A2 1.4,3122 ZJ 22,75,courte,5,5,rouge,false,18310,3
Volvo,S80 T6,6023 GY 39,272,très longue,5,5,bleu,false,50500,2
Mercedes,A200,2005 XR 23,136,moyenne,5,5,blanc,false,25900,0
Audi,A2 1.4,7005 KX 71,75,courte,5,5,rouge,false,18310,3
BMW,M5,9607 NU 11,507,très longue,5,5,rouge,false,94800,2
Nissan,Almera 1.8,438 JU 53,115,moyenne,5,5,gris,false,16450,0
Audi,A2 1.4,9962 BU 56,75,courte,5,5,gris,false,18310,3
BMW,M5,9225 AO 32,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,4956 EQ 19,75,courte,5,5,gris,false,18310,3
Volvo,S80 T6,218 RR 73,272,très longue,5,5,rouge,false,50500,2
Renault,Laguna 2.0T,1747 TV 87,170,longue,5,5,rouge,false,27300,0
Jaguar,X-Type 2.5 V6,4296 DA 23,197,longue,5,5,bleu,false,37100,0
Renault,Vel Satis 3.5 V6,7158 FM 71,245,très longue,5,5,rouge,false,49200,2
BMW,M5,5034 BZ 47,507,très longue,5,5,rouge,false,94800,2
Jaguar,X-Type 2.5 V6,9420 YZ 83,197,longue,5,5,noir,false,37100,0
Mercedes,S500,3520 GK 28,306,très longue,5,5,gris,false,101300,2
Mercedes,A200,9227 XC 45,136,moyenne,5,5,bleu,false,25900,0
Volkswagen,Polo 1.2 6V,5391 MB 62,55,courte,5,3,blanc,false,12200,1
Jaguar,X-Type 2.5 V6,6382 KO 52,197,longue,5,5,bleu,false,37100,0
Fiat,Croma 2.2,6067 EQ 79,147,longue,5,5,blanc,false,24780,0
Jaguar,X-Type 2.5 V6,6916 XV 35,197,longue,5,5,rouge,false,37100,0
Volvo,S80 T6,4285 ET 39,272,très longue,5,5,gris,false,50500,2
Volvo,S80 T6,7652 LI 25,272,très longue,5,5,noir,false,50500,2
Skoda,Superb 2.8 V6,4308 KK 49,193,très longue,5,5,noir,false,31790,2
Jaguar,X-Type 2.5 V6,8989 DF 67,197,longue,5,5,gris,false,37100,0
BMW,M5,7053 SG 36,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,993 CJ 55,75,courte,5,5,bleu,false,18310,3
Mercedes,A200,1808 LQ 41,136,moyenne,5,5,bleu,false,25900,0
Renault,Vel Satis 3.5 V6,7572 EZ 36,245,très longue,5,5,noir,false,49200,2
Jaguar,X-Type 2.5 V6,2275 XZ 86,197,longue,5,5,blanc,false,37100,0
Fiat,Croma 2.2,5457 GL 38,147,longue,5,5,bleu,false,24780,0
BMW,M5,4191 GL 42,507,très longue,5,5,noir,false,94800,2
Renault,Laguna 2.0T,7684 OM 63,170,longue,5,5,noir,false,27300,0
Audi,A2 1.4,5554 BW 15,75,courte,5,5,noir,false,18310,3
BMW,M5,4847 TH 44,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,7677 PQ 11,272,très longue,5,5,gris,false,50500,2
BMW,M5,3393 PC 60,507,très longue,5,5,rouge,false,94800,2
Mercedes,A200,5416 TN 35,136,moyenne,5,5,bleu,false,25900,0
Daihatsu,Cuore 1.0,5666 LW 31,58,courte,5,3,gris,false,8850,1
Mercedes,A200,4752 UJ 55,136,moyenne,5,5,noir,false,25900,0
