marque,nom,immatriculation,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix,prediction
Mercedes,S500,4197 SS 96,306,très longue,5,5,blanc,false,101300,2
Fiat,Croma 2.2,7625 QD 87,147,longue,5,5,bleu,false,24780,0
Daihatsu,Cuore 1.0,722 JM 39,58,courte,5,3,noir,false,8850,1
Audi,A2 1.4,6056 GD 30,75,courte,5,5,rouge,false,18310,3
BMW,M5,3282 JF 50,507,très longue,5,5,blanc,false,94800,2
Volkswagen,Polo 1.2 6V,9447 IB 58,55,courte,5,3,blanc,false,12200,1
Audi,A2 1.4,733 UE 59,75,courte,5,5,noir,false,18310,3
Jaguar,X-Type 2.5 V6,4080 QY 10,197,longue,5,5,gris,false,37100,0
Nissan,Primera 1.6,8488 RG 78,109,longue,5,5,rouge,false,18650,0
BMW,M5,3680 BE 80,507,très longue,5,5,noir,false,94800,2
Volkswagen,Polo 1.2 6V,4539 FE 61,55,courte,5,3,gris,false,12200,1
Fiat,Croma 2.2,9459 UZ 65,147,longue,5,5,rouge,false,24780,0
BMW,M5,7617 MP 80,507,très longue,5,5,bleu,false,94800,2
BMW,M5,9942 WU 38,507,très longue,5,5,blanc,false,94800,2
Kia,Picanto 1.1,2875 WX 17,65,courte,5,5,noir,false,8990,3
Audi,A2 1.4,8772 KM 51,75,courte,5,5,noir,false,18310,3
Volkswagen,Polo 1.2 6V,4375 PW 13,55,courte,5,3,noir,false,12200,1
Peugeot,1007 1.4,5621 KO 28,75,courte,5,5,blanc,false,13750,3
Skoda,Superb 2.8 V6,6516 CC 79,193,très longue,5,5,noir,false,31790,2
Renault,Laguna 2.0T,6398 WK 24,170,longue,5,5,blanc,false,27300,0
Renault,Laguna 2.0T,6430 UL 88,170,longue,5,5,rouge,false,27300,0
Peugeot,1007 1.4,6528 VF 16,75,courte,5,5,gris,false,13750,3
Nissan,Almera 1.8,9535 RP 10,115,moyenne,5,5,gris,false,16450,0
Renault,Megane 2.0 16V,6218 FI 37,135,moyenne,5,5,gris,false,22350,0
Audi,A2 1.4,1521 SN 29,75,courte,5,5,blanc,false,18310,3
Volkswagen,Golf 2.0 FSI,924 YY 29,150,moyenne,5,5,bleu,false,22900,0
Audi,A2 1.4,958 VC 30,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,4838 LM 71,75,courte,5,5,gris,false,18310,3
Saab,9.3 1.8T,9075 AY 44,150,longue,5,5,rouge,false,38600,0
Dacia,Logan 1.6 MPI,6272 LV 75,90,moyenne,5,5,noir,false,7500,0
Audi,A2 1.4,5250 BO 89,75,courte,5,5,noir,false,18310,3
BMW,M5,7467 KH 91,507,très longue,5,5,noir,false,94800,2
Renault,Laguna 2.0T,6396 RC 16,170,longue,5,5,rouge,false,27300,0
BMW,M5,9669 BZ 95,507,très longue,5,5,rouge,false,94800,2
Jaguar,X-Type 2.5 V6,5722 XX 13,197,longue,5,5,bleu,false,37100,0
Saab,9.3 1.8T,1990 OI 52,150,longue,5,5,rouge,false,38600,0
Renault,Vel Satis 3.5 V6,9488 GS 11,245,très longue,5,5,noir,false,49200,2
Jaguar,X-Type 2.5 V6,1169 ZT 98,197,longue,5,5,rouge,false,37100,0
BMW,M5,3350 CC 61,507,très longue,5,5,blanc,false,94800,2
Audi,A3 2.0 FSI,2151 TU 68,150,moyenne,5,5,noir,false,28500,0
Audi,A2 1.4,3554 RL 42,75,courte,5,5,blanc,false,18310,3
Renault,Vel Satis 3.5 V6,4386 NI 37,245,très longue,5,5,bleu,false,49200,2
Nissan,Maxima 3.0 V6,227 RW 43,200,très longue,5,5,noir,false,30000,2
BMW,M5,4410 UP 85,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,8598 WA 46,75,courte,5,5,gris,false,18310,3
Fiat,Croma 2.2,7743 OO 42,147,longue,5,5,gris,false,24780,0
Volkswagen,Polo 1.2 6V,2566 VU 75,55,courte,5,3,rouge,false,12200,1
Audi,A2 1.4,779 KL 32,75,courte,5,5,gris,false,18310,3
BMW,M5,7969 KG 78,507,très longue,5,5,rouge,false,94800,2
Volkswagen,Polo 1.2 6V,4777 UT 30,55,courte,5,3,gris,false,12200,1
Volkswagen,Polo 1.2 6V,3236 XI 94,55,courte,5,3,noir,false,12200,1
Kia,Picanto 1.1,3607 YC 78,65,courte,5,5,rouge,false,8990,3
Audi,A2 1.4,7657 KM 82,75,courte,5,5,bleu,false,18310,3
Saab,9.3 1.8T,8851 FX 53,150,longue,5,5,noir,false,38600,0
Peugeot,1007 1.4,9095 RW 54,75,courte,5,5,noir,false,13750,3
Audi,A2 1.4,7908 PE 68,75,courte,5,5,noir,false,18310,3
Daihatsu,Cuore 1.0,6964 TC 53,58,courte,5,3,gris,false,8850,1
Renault,Megane 2.0 16V,5474 LG 68,135,moyenne,5,5,noir,false,22350,0
Volvo,S80 T6,3725 IE 19,272,très longue,5,5,noir,false,50500,2
BMW,M5,7572 EG 64,507,très longue,5,5,rouge,false,94800,2
Renault,Megane 2.0 16V,2202 XI 60,135,moyenne,5,5,rouge,false,22350,0
Nissan,Maxima 3.0 V6,1216 WF 57,200,très longue,5,5,noir,false,30000,2
Fiat,Croma 2.2,5593 YF 16,147,longue,5,5,blanc,false,24780,0
Volkswagen,Golf 2.0 FSI,5909 YK 74,150,moyenne,5,5,gris,false,22900,0
Audi,A2 1.4,3323 TF 40,75,courte,5,5,rouge,false,18310,3
Renault,Megane 2.0 16V,1035 KT 86,135,moyenne,5,5,gris,false,22350,0
Audi,A2 1.4,3148 GR 78,75,courte,5,5,bleu,false,18310,3
Volkswagen,Polo 1.2 6V,8242 EA 36,55,courte,5,3,rouge,false,12200,1
Volkswagen,Polo 1.2 6V,386 TD 55,55,courte,5,3,rouge,false,12200,1
Renault,Laguna 2.0T,3842 TV 95,170,longue,5,5,noir,false,27300,0
BMW,M5,2128 LB 73,507,très longue,5,5,noir,false,94800,2
Renault,Megane 2.0 16V,1582 CN 96,135,moyenne,5,5,bleu,false,22350,0
Audi,A2 1.4,3815 ZD 46,75,courte,5,5,bleu,false,18310,3
Daihatsu,Cuore 1.0,9853 ZC 90,58,courte,5,3,blanc,false,8850,1
Daihatsu,Cuore 1.0,2492 KX 37,58,courte,5,3,blanc,false,8850,1
BMW,M5,9821 WW 38,507,très longue,5,5,blanc,false,94800,2
Peugeot,1007 1.4,2459 IH 83,75,courte,5,5,noir,false,13750,3
Audi,A2 1.4,47 LB 82,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,7281 BD 10,197,longue,5,5,rouge,false,37100,0
Volkswagen,Polo 1.2 6V,4158 SC 60,55,courte,5,3,noir,false,12200,1
Jaguar,X-Type 2.5 V6,8992 OB 10,197,longue,5,5,blanc,false,37100,0
Dacia,Logan 1.6 MPI,8511 XE 91,90,moyenne,5,5,blanc,false,7500,0
BMW,M5,2651 AE 54,507,très longue,5,5,noir,false,94800,2
Nissan,Primera 1.6,6968 LS 65,109,longue,5,5,rouge,false,18650,0
Jaguar,X-Type 2.5 V6,3330 UI 33,197,longue,5,5,noir,false,37100,0
BMW,M5,8708 HI 19,507,très longue,5,5,noir,false,94800,2
Fiat,Croma 2.2,3310 FW 64,147,longue,5,5,bleu,false,24780,0
BMW,M5,9380 XO 74,507,très longue,5,5,rouge,false,94800,2
Audi,A2 1.4,8093 XO 12,75,courte,5,5,noir,false,18310,3
Audi,A2 1.4,8664 FH 62,75,courte,5,5,blanc,false,18310,3
Peugeot,1007 1.4,8024 PX 69,75,courte,5,5,noir,false,13750,3
BMW,M5,3434 GT 61,507,très longue,5,5,gris,false,94800,2
Saab,9.3 1.8T,5256 VQ 97,150,longue,5,5,gris,false,38600,0
BMW,M5,9864 ZV 40,507,très longue,5,5,rouge,false,94800,2
Volkswagen,Polo 1.2 6V,1558 CG 21,55,courte,5,3,bleu,false,12200,1
Mercedes,S500,3524 BK 38,306,très longue,5,5,rouge,false,101300,2
Renault,Laguna 2.0T,7679 QQ 24,170,longue,5,5,bleu,false,27300,0
Ford,Mondeo 1.8,4906 IM 61,125,longue,5,5,bleu,false,23900,0
Fiat,Croma 2.2,9957 AQ 45,147,longue,5,5,bleu,false,24780,0
Audi,A2 1.4,4838 NF 34,75,courte,5,5,noir,false,18310,3
Audi,A2 1.4,3132 KX 82,75,courte,5,5,rouge,false,18310,3
Renault,Laguna 2.0T,9887 DM 35,170,longue,5,5,gris,false,27300,0
Renault,Megane 2.0 16V,8147 MO 46,135,moyenne,5,5,blanc,false,22350,0
Volkswagen,Polo 1.2 6V,1248 FD 25,55,courte,5,3,blanc,false,12200,1
Jaguar,X-Type 2.5 V6,9432 VW 48,197,longue,5,5,gris,false,37100,0
Renault,Vel Satis 3.5 V6,1558 AQ 94,245,très longue,5,5,bleu,false,49200,2
Volkswagen,Polo 1.2 6V,4415 QT 44,55,courte,5,3,rouge,false,12200,1
Renault,Megane 2.0 16V,9292 GL 39,135,moyenne,5,5,noir,false,22350,0
Jaguar,X-Type 2.5 V6,9202 WR 11,197,longue,5,5,blanc,false,37100,0
Renault,Vel Satis 3.5 V6,1747 LD 92,245,très longue,5,5,rouge,false,49200,2
Jaguar,X-Type 2.5 V6,3216 TL 20,197,longue,5,5,noir,false,37100,0
Audi,A2 1.4,6062 GK 16,75,courte,5,5,blanc,false,18310,3
Mercedes,S500,5327 OC 93,306,très longue,5,5,gris,false,101300,2
Skoda,Superb 2.8 V6,9142 VN 92,193,très longue,5,5,rouge,false,31790,2
Nissan,Primera 1.6,1228 RB 83,109,longue,5,5,gris,false,18650,0
Audi,A2 1.4,4877 HA 50,75,courte,5,5,gris,false,18310,3
Volkswagen,Polo 1.2 6V,2026 NF 15,55,courte,5,3,rouge,false,12200,1
Audi,A2 1.4,3808 RY 72,75,courte,5,5,blanc,false,18310,3
Renault,Megane 2.0 16V,8463 HT 90,135,moyenne,5,5,blanc,false,22350,0
BMW,M5,9096 PO 39,507,très longue,5,5,noir,false,94800,2
Volkswagen,Golf 2.0 FSI,2246 BO 91,150,moyenne,5,5,blanc,false,22900,0
Audi,A3 2.0 FSI,2197 TZ 83,150,moyenne,5,5,bleu,false,28500,0
BMW,M5,1438 LS 92,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,4186 WV 30,197,longue,5,5,gris,false,37100,0
Jaguar,X-Type 2.5 V6,826 OC 15,197,longue,5,5,gris,false,37100,0
Volkswagen,New Beatle 1.8,6794 PI 11,110,moyenne,5,5,bleu,false,26630,0
Fiat,Croma 2.2,3454 EL 70,147,longue,5,5,noir,false,24780,0
BMW,M5,879 RL 73,507,très longue,5,5,noir,false,94800,2
Peugeot,1007 1.4,406 JZ 60,75,courte,5,5,noir,false,13750,3
Jaguar,X-Type 2.5 V6,6526 PS 56,197,longue,5,5,noir,false,37100,0
Volvo,S80 T6,1087 FF 72,272,très longue,5,5,blanc,false,50500,2
Renault,Vel Satis 3.5 V6,6676 VR 26,245,très longue,5,5,blanc,false,49200,2
Volvo,S80 T6,5451 YH 74,272,très longue,5,5,noir,false,50500,2
BMW,M5,3174 UY 92,507,très longue,5,5,blanc,false,94800,2
Daihatsu,Cuore 1.0,520 VG 48,58,courte,5,3,gris,false,8850,1
Audi,A2 1.4,7298 PI 80,75,courte,5,5,blanc,false,18310,3
Nissan,Primera 1.6,7505 FK 21,109,longue,5,5,rouge,false,18650,0
Renault,Vel Satis 3.5 V6,9528 IB 51,245,très longue,5,5,blanc,false,49200,2
Lancia,Ypsilon 1.4 16V,1466 HF 69,90,courte,5,3,bleu,false,13500,1
Audi,A2 1.4,3741 AW 30,75,courte,5,5,bleu,false,18310,3
Renault,Laguna 2.0T,5734 YL 66,170,longue,5,5,noir,false,27300,0
Renault,Vel Satis 3.5 V6,4687 FR 37,245,très longue,5,5,noir,false,49200,2
Volvo,S80 T6,1192 GH 15,272,très longue,5,5,gris,false,50500,2
Audi,A2 1.4,9728 VV 33,75,courte,5,5,gris,false,18310,3
Renault,Laguna 2.0T,1761 PQ 91,170,longue,5,5,bleu,false,27300,0
Nissan,Almera 1.8,6493 YV 62,115,moyenne,5,5,noir,false,16450,0
Peugeot,1007 1.4,6503 FE 38,75,courte,5,5,noir,false,13750,3
Renault,Laguna 2.0T,1472 ID 77,170,longue,5,5,blanc,false,27300,0
Mercedes,S500,2873 GR 91,306,très longue,5,5,gris,false,101300,2
Renault,Vel Satis 3.5 V6,612 EP 67,245,très longue,5,5,bleu,false,49200,2
BMW,M5,1937 BY 57,507,très longue,5,5,rouge,false,94800,2
Mini,Copper 1.6 16V,9508 YV 52,115,courte,5,5,bleu,false,18200,3
Jaguar,X-Type 2.5 V6,7080 PA 83,197,longue,5,5,bleu,false,37100,0
Jaguar,X-Type 2.5 V6,7113 RX 47,197,longue,5,5,rouge,false,37100,0
BMW,M5,3345 FT 76,507,très longue,5,5,noir,false,94800,2
Volkswagen,Polo 1.2 6V,2970 LB 88,55,courte,5,3,gris,false,12200,1
Renault,Vel Satis 3.5 V6,2597 LD 94,245,très longue,5,5,gris,false,49200,2
Audi,A2 1.4,6691 QI 14,75,courte,5,5,bleu,false,18310,3
Renault,Megane 2.0 16V,5577 VZ 19,135,moyenne,5,5,bleu,false,22350,0
Audi,A2 1.4,4342 YN 75,75,courte,5,5,noir,false,18310,3
Fiat,Croma 2.2,4462 UG 76,147,longue,5,5,rouge,false,24780,0
Volkswagen,Polo 1.2 6V,9964 CX 55,55,courte,5,3,blanc,false,12200,1
Mercedes,A200,8221 IQ 14,136,moyenne,5,5,gris,false,25900,0
Volvo,S80 T6,3173 TA 37,272,très longue,5,5,blanc,false,50500,2
Jaguar,X-Type 2.5 V6,8768 EZ 83,197,longue,5,5,bleu,false,37100,0
Skoda,Superb 2.8 V6,3140 OG 84,193,très longue,5,5,blanc,false,31790,2
BMW,M5,4180 RE 60,507,très longue,5,5,gris,false,94800,2
Nissan,Almera 1.8,4536 NS 55,115,moyenne,5,5,bleu,false,16450,0
Dacia,Logan 1.6 MPI,9920 RM 86,90,moyenne,5,5,gris,false,7500,0
BMW,M5,9623 JL 34,507,très longue,5,5,blanc,false,94800,2
Ford,Mondeo 1.8,8026 VH 75,125,longue,5,5,gris,false,23900,0
Jaguar,X-Type 2.5 V6,7266 TM 21,197,longue,5,5,blanc,false,37100,0
Jaguar,X-Type 2.5 V6,189 JY 80,197,longue,5,5,gris,false,37100,0
Volvo,S80 T6,3116 KT 92,272,très longue,5,5,bleu,false,50500,2
BMW,M5,411 II 64,507,très longue,5,5,rouge,false,94800,2
Audi,A2 1.4,7709 ZL 41,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,5899 HP 51,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,5745 DV 76,197,longue,5,5,gris,false,37100,0
Audi,A2 1.4,1099 TO 28,75,courte,5,5,noir,false,18310,3
Peugeot,1007 1.4,256 IG 11,75,courte,5,5,gris,false,13750,3
Peugeot,1007 1.4,1776 MP 72,75,courte,5,5,noir,false,13750,3
Audi,A2 1.4,1814 FO 17,75,courte,5,5,bleu,false,18310,3
Kia,Picanto 1.1,9321 QU 11,65,courte,5,5,blanc,false,8990,3
Nissan,Maxima 3.0 V6,5414 DM 53,200,très longue,5,5,rouge,false,30000,2
Fiat,Croma 2.2,8070 YT 84,147,longue,5,5,bleu,false,24780,0
Seat,Toledo 1.6,9839 MP 35,102,longue,5,5,rouge,false,18880,0
Mercedes,S500,4039 LM 17,306,très longue,5,5,blanc,false,101300,2
Renault,Megane 2.0 16V,8035 OL 13,135,moyenne,5,5,rouge,false,22350,0
Volvo,S80 T6,7537 EG 88,272,très longue,5,5,blanc,false,50500,2
BMW,M5,402 DZ 51,507,très longue,5,5,noir,false,94800,2
Seat,Toledo 1.6,2308 KG 42,102,longue,5,5,rouge,false,18880,0
Nissan,Almera 1.8,7645 AY 93,115,moyenne,5,5,rouge,false,16450,0
Skoda,Superb 2.8 V6,3698 PP 13,193,très longue,5,5,bleu,false,31790,2
Nissan,Almera 1.8,7162 DP 79,115,moyenne,5,5,rouge,false,16450,0
Lancia,Ypsilon 1.4 16V,4863 AU 66,90,courte,5,3,gris,false,13500,1
Kia,Picanto 1.1,8118 QB 11,65,courte,5,5,blanc,false,8990,3
Jaguar,X-Type 2.5 V6,1920 UF 62,197,longue,5,5,blanc,false,37100,0
Renault,Laguna 2.0T,6444 FP 65,170,longue,5,5,bleu,false,27300,0
Skoda,Superb 2.8 V6,4139 FP 40,193,très longue,5,5,bleu,false,31790,2
Volkswagen,Golf 2.0 FSI,2653 AC 48,150,moyenne,5,5,gris,false,22900,0
Volvo,S80 T6,4346 CE 11,272,très longue,5,5,rouge,false,50500,2
Audi,A2 1.4,3319 ZU 26,75,courte,5,5,bleu,false,18310,3
Seat,Toledo 1.6,3660 VO 27,102,longue,5,5,rouge,false,18880,0
Fiat,Croma 2.2,8067 MX 37,147,longue,5,5,noir,false,24780,0
Volvo,S80 T6,7686 ZX 50,272,très longue,5,5,bleu,false,50500,2
Volkswagen,Polo 1.2 6V,7406 LP 50,55,courte,5,3,blanc,false,12200,1
Audi,A2 1.4,7945 QJ 14,75,courte,5,5,bleu,false,18310,3
Volkswagen,Polo 1.2 6V,2516 LB 91,55,courte,5,3,bleu,false,12200,1
Fiat,Croma 2.2,837 YB 54,147,longue,5,5,gris,false,24780,0
Saab,9.3 1.8T,4055 GW 25,150,longue,5,5,bleu,false,38600,0
Skoda,Superb 2.8 V6,8078 WK 42,193,très longue,5,5,blanc,false,31790,2
Nissan,Primera 1.6,4263 ZB 97,109,longue,5,5,bleu,false,18650,0
BMW,M5,4542 EL 81,507,très longue,5,5,gris,false,94800,2
Jaguar,X-Type 2.5 V6,5936 PN 61,197,longue,5,5,blanc,false,37100,0
Ford,Mondeo 1.8,9138 ZQ 53,125,longue,5,5,gris,false,23900,0
Audi,A2 1.4,7403 XL 59,75,courte,5,5,bleu,false,18310,3
Nissan,Primera 1.6,5617 BP 19,109,longue,5,5,blanc,false,18650,0
Renault,Megane 2.0 16V,64 AY 74,135,moyenne,5,5,noir,false,22350,0
Peugeot,1007 1.4,7075 AX 56,75,courte,5,5,bleu,false,13750,3
Nissan,Almera 1.8,1753 KR 68,115,moyenne,5,5,gris,false,16450,0
Renault,Vel Satis 3.5 V6,2457 CV 89,245,très longue,5,5,gris,false,49200,2
Renault,Megane 2.0 16V,7756 MO 50,135,moyenne,5,5,rouge,false,22350,0
Jaguar,X-Type 2.5 V6,5262 EY 21,197,longue,5,5,noir,false,37100,0
BMW,M5,4699 DZ 64,507,très longue,5,5,blanc,false,94800,2
Fiat,Croma 2.2,2299 GW 14,147,longue,5,5,rouge,false,24780,0
Kia,Picanto 1.1,1958 NC 53,65,courte,5,5,rouge,false,8990,3
Audi,A2 1.4,7912 PG 39,75,courte,5,5,bleu,false,18310,3
Audi,A2 1.4,5822 XY 83,75,courte,5,5,rouge,false,18310,3
Renault,Vel Satis 3.5 V6,1512 IG 54,245,très longue,5,5,bleu,false,49200,2
Audi,A2 1.4,5967 MS 80,75,courte,5,5,bleu,false,18310,3
Volvo,S80 T6,9881 XC 54,272,très longue,5,5,gris,false,50500,2
Volvo,S80 T6,4059 FT 65,272,très longue,5,5,rouge,false,50500,2
BMW,M5,7214 FX 32,507,très longue,5,5,noir,false,94800,2
Jaguar,X-Type 2.5 V6,4741 DU 71,197,longue,5,5,rouge,false,37100,0
Skoda,Superb 2.8 V6,7404 KV 12,193,très longue,5,5,blanc,false,31790,2
Renault,Megane 2.0 16V,8008 FJ 25,135,moyenne,5,5,bleu,false,22350,0
Nissan,Almera 1.8,9974 RT 29,115,moyenne,5,5,blanc,false,16450,0
Volvo,S80 T6,5893 LE 24,272,très longue,5,5,gris,false,50500,2
Jaguar,X-Type 2.5 V6,6664 EL 64,197,longue,5,5,noir,false,37100,0
Audi,A2 1.4,5508 IJ 14,75,courte,5,5,blanc,false,18310,3
Ford,Mondeo 1.8,2580 AZ 18,125,longue,5,5,gris,false,23900,0
Volkswagen,Polo 1.2 6V,5842 WE 89,55,courte,5,3,blanc,false,12200,1
Jaguar,X-Type 2.5 V6,7589 DZ 21,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,8781 ME 81,75,courte,5,5,blanc,false,18310,3
Volkswagen,Polo 1.2 6V,2924 UM 53,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,3503 FX 60,75,courte,5,5,bleu,false,18310,3
Seat,Toledo 1.6,2605 VQ 86,102,longue,5,5,rouge,false,18880,0
Volvo,S80 T6,5188 EV 66,272,très longue,5,5,bleu,false,50500,2
Audi,A2 1.4,3772 RH 81,75,courte,5,5,rouge,false,18310,3
Audi,A2 1.4,9679 GL 97,75,courte,5,5,gris,false,18310,3
Peugeot,1007 1.4,5590 MM 90,75,courte,5,5,gris,false,13750,3
Fiat,Croma 2.2,6863 OR 33,147,longue,5,5,bleu,false,24780,0
Renault,Megane 2.0 16V,59 BJ 66,135,moyenne,5,5,bleu,false,22350,0
Jaguar,X-Type 2.5 V6,1990 CC 69,197,longue,5,5,gris,false,37100,0
Volkswagen,Polo 1.2 6V,9804 LR 69,55,courte,5,3,noir,false,12200,1
Renault,Laguna 2.0T,1081 AG 40,170,longue,5,5,noir,false,27300,0
Audi,A2 1.4,3483 DG 62,75,courte,5,5,gris,false,18310,3
BMW,M5,7550 HA 10,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,4527 GE 17,272,très longue,5,5,noir,false,50500,2
Jaguar,X-Type 2.5 V6,7161 EE 93,197,longue,5,5,bleu,false,37100,0
Kia,Picanto 1.1,1846 OT 54,65,courte,5,5,rouge,false,8990,3
BMW,M5,1693 CL 38,507,très longue,5,5,bleu,false,94800,2
Volkswagen,Polo 1.2 6V,545 UA 71,55,courte,5,3,noir,false,12200,1
Renault,Vel Satis 3.5 V6,3058 NX 67,245,très longue,5,5,noir,false,49200,2
Volvo,S80 T6,7230 SK 79,272,très longue,5,5,gris,false,50500,2
Volvo,S80 T6,9321 WS 57,272,très longue,5,5,rouge,false,50500,2
Peugeot,1007 1.4,5338 HD 65,75,courte,5,5,gris,false,13750,3
Audi,A2 1.4,882 OP 35,75,courte,5,5,noir,false,18310,3
Dacia,Logan 1.6 MPI,7982 EG 56,90,moyenne,5,5,rouge,false,7500,0
Dacia,Logan 1.6 MPI,2054 SO 48,90,moyenne,5,5,noir,false,7500,0
Nissan,Almera 1.8,7776 FB 70,115,moyenne,5,5,noir,false,16450,0
Skoda,Superb 2.8 V6,6615 QN 92,193,très longue,5,5,noir,false,31790,2
Renault,Laguna 2.0T,3445 US 11,170,longue,5,5,blanc,false,27300,0
BMW,M5,3999 FQ 36,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,4377 IQ 53,75,courte,5,5,gris,false,18310,3
Jaguar,X-Type 2.5 V6,5180 PB 43,197,longue,5,5,blanc,false,37100,0
Volkswagen,Golf 2.0 FSI,3835 MB 85,150,moyenne,5,5,rouge,false,22900,0
Jaguar,X-Type 2.5 V6,3162 FN 80,197,longue,5,5,blanc,false,37100,0
Audi,A2 1.4,511 SG 88,75,courte,5,5,blanc,false,18310,3
Audi,A2 1.4,8869 EV 77,75,courte,5,5,bleu,false,18310,3
Renault,Megane 2.0 16V,1518 AK 64,135,moyenne,5,5,bleu,false,22350,0
Audi,A2 1.4,6243 SA 95,75,courte,5,5,rouge,false,18310,3
Renault,Vel Satis 3.5 V6,9695 DH 62,245,très longue,5,5,gris,false,49200,2
Renault,Laguna 2.0T,6132 CT 54,170,longue,5,5,blanc,false,27300,0
Volkswagen,Polo 1.2 6V,4881 LB 59,55,courte,5,3,blanc,false,12200,1
Renault,Vel Satis 3.5 V6,4060 TN 84,245,très longue,5,5,rouge,false,49200,2
Audi,A2 1.4,7355 NQ 85,75,courte,5,5,rouge,false,18310,3
Volkswagen,Golf 2.0 FSI,5867 NJ 54,150,moyenne,5,5,gris,false,22900,0
Nissan,Primera 1.6,1164 PY 64,109,longue,5,5,gris,false,18650,0
Volvo,S80 T6,9184 EH 90,272,très longue,5,5,blanc,false,50500,2
Mini,Copper 1.6 16V,5373 ZJ 96,115,courte,5,5,gris,false,18200,3
Renault,Laguna 2.0T,6814 QF 17,170,longue,5,5,blanc,false,27300,0
Jaguar,X-Type 2.5 V6,3162 ZX 88,197,longue,5,5,blanc,false,37100,0
Renault,Vel Satis 3.5 V6,9220 PM 57,245,très longue,5,5,rouge,false,49200,2
Volvo,S80 T6,88 VK 41,272,très longue,5,5,noir,false,50500,2
Volvo,S80 T6,293 RS 76,272,très longue,5,5,noir,false,50500,2
Volkswagen,Polo 1.2 6V,7560 JO 19,55,courte,5,3,noir,false,12200,1
