immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
8968 EU 38,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
5942 RF 74,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
9289 YP 85,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
6429 ST 37,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
2167 VR 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
765 VG 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
2162 ZV 68,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8953 GX 29,BMW,M5,507,très longue,5,5,bleu,false,94800
7789 ET 59,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9438 JT 85,BMW,M5,507,très longue,5,5,gris,false,94800
8211 GT 29,BMW,M5,507,très longue,5,5,bleu,false,94800
2725 ZM 67,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9921 HS 30,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
8155 CT 18,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
8668 EF 43,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
495 DV 50,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
7833 UX 67,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
495 FB 47,BMW,M5,507,très longue,5,5,blanc,false,94800
2471 SO 44,BMW,M5,507,très longue,5,5,bleu,false,94800
4928 IL 28,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
9784 MY 18,BMW,M5,507,très longue,5,5,blanc,false,94800
780 NP 52,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
8405 PJ 58,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
5852 EJ 30,Mercedes,A200,136,moyenne,5,5,noir,true,18130
8823 KL 47,Skoda,Superb 2.8 V6,193,très longue,5,5,gris,false,31790
9672 ZJ 86,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
8249 ZG 12,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
1687 EU 97,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
2304 HW 62,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4034 XU 19,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
7967 KV 92,Mercedes,S500,306,très longue,5,5,noir,true,70910
9770 KA 84,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6671 JN 86,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
2298 RJ 31,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
7711 PF 26,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
4596 XN 44,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7728 DY 10,BMW,M5,507,très longue,5,5,bleu,false,94800
163 DM 96,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
541 EP 21,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
2065 EA 75,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
8355 OD 54,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
8882 LI 78,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
5382 KH 11,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7993 XI 96,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
6327 EJ 91,Mini,Copper 1.6 16V,115,courte,5,5,rouge,false,18200
4329 QG 36,Audi,A3 2.0 FSI,150,moyenne,5,5,rouge,false,28500
6359 YN 78,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
4056 EV 48,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
1710 HV 66,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
3103 PG 22,Peugeot,1007 1.4,75,courte,5,5,rouge,true,9625
9370 TS 31,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5542 CL 84,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
4899 JM 78,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
3064 RD 66,BMW,120i,150,moyenne,5,5,gris,true,25060
1073 DL 47,Mercedes,A200,136,moyenne,5,5,noir,false,25900
4731 PZ 29,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
149 TE 60,BMW,M5,507,très longue,5,5,noir,false,94800
5041 HJ 49,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
3420 CI 61,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,true,19950
1964 XI 22,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
6002 LD 60,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
2680 IU 89,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
5530 KA 32,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4586 NA 10,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
8154 AF 33,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
9666 RJ 61,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
2143 CL 55,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
610 SV 66,BMW,M5,507,très longue,5,5,noir,true,66360
6587 DP 15,BMW,M5,507,très longue,5,5,rouge,true,66360
228 GW 59,BMW,M5,507,très longue,5,5,bleu,false,94800
6742 SV 45,Mercedes,S500,306,très longue,5,5,noir,true,70910
2348 WV 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
3692 HH 73,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
5532 FR 73,BMW,120i,150,moyenne,5,5,bleu,true,25060
1334 LN 64,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1550 EL 19,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
4292 MT 96,Mercedes,S500,306,très longue,5,5,blanc,true,70910
7923 DM 88,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7718 QU 32,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
999 AP 56,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
6999 ZQ 38,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5436 XT 77,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
7009 IO 69,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
5929 WN 57,BMW,M5,507,très longue,5,5,rouge,true,66360
8615 KY 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
7710 YW 59,Mercedes,S500,306,très longue,5,5,rouge,true,70910
4094 LW 45,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
9726 FU 86,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
360 IU 61,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
6013 II 97,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
9227 IK 42,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
2940 HG 27,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
8386 NW 61,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
3630 PZ 74,BMW,M5,507,très longue,5,5,blanc,true,66360
7503 XN 95,BMW,M5,507,très longue,5,5,bleu,false,94800
8653 KU 61,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
9221 SM 35,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
783 XR 43,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
1155 YY 39,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
3691 IH 43,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
802 IQ 88,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
509 BI 52,Mercedes,S500,306,très longue,5,5,bleu,true,70910
5796 EU 45,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
3615 FV 84,BMW,M5,507,très longue,5,5,blanc,true,66360
2147 OU 48,BMW,M5,507,très longue,5,5,rouge,true,66360
6811 CZ 42,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
4086 QW 54,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
8004 IX 39,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
168 LR 67,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
6321 FT 38,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
3864 RV 95,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
5221 ST 20,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
3709 XF 46,Mercedes,S500,306,très longue,5,5,rouge,true,70910
325 GP 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
2468 SL 37,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3163 KM 33,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
695 CX 46,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
9523 CM 87,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
1650 NT 71,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
7106 DU 97,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
7391 SX 84,BMW,M5,507,très longue,5,5,rouge,false,94800
8005 AS 97,Mercedes,S500,306,très longue,5,5,gris,true,70910
5853 MU 28,Mercedes,S500,306,très longue,5,5,blanc,true,70910
1319 LN 52,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
49 HK 34,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
237 HG 65,BMW,M5,507,très longue,5,5,gris,true,66360
3533 HM 85,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
678 PG 78,Mercedes,S500,306,très longue,5,5,noir,true,70910
6357 FG 21,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
3791 CW 90,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6979 RT 31,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
7125 VF 57,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
1910 QU 20,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1511 RZ 23,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
8217 AY 13,BMW,M5,507,très longue,5,5,gris,false,94800
5923 HM 97,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
4682 FZ 20,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
1104 YJ 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
378 QN 36,BMW,M5,507,très longue,5,5,bleu,false,94800
2568 VU 81,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
3792 DL 71,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
6250 IZ 36,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
8564 ZC 47,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
5476 LJ 79,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
8575 IC 48,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
6407 VT 38,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
2142 EG 47,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
8390 AD 13,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
8493 HA 91,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
9825 BU 11,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
7734 JC 44,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
9379 HJ 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
854 MM 42,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
4791 OM 28,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
884 UC 34,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
5730 KT 95,Mercedes,S500,306,très longue,5,5,noir,true,70910
6307 SA 86,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
9637 TR 75,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
4331 UO 41,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
5511 VQ 56,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
2038 RV 75,BMW,120i,150,moyenne,5,5,gris,true,25060
6152 CI 72,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
4486 KH 79,BMW,M5,507,très longue,5,5,blanc,false,94800
1256 TB 30,Mercedes,S500,306,très longue,5,5,gris,false,101300
1210 PC 55,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
956 KW 71,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
2493 EL 24,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8655 NF 83,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
537 SN 39,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7755 RU 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
5396 QS 20,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3075 AQ 35,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
95 CU 56,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
8568 LQ 44,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
9767 ZQ 33,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
6301 KO 47,Volvo,S80 T6,272,très longue,5,5,rouge,true,35350
4252 FT 46,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
5298 EA 21,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
7076 YJ 77,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
8899 WA 52,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
4619 MN 77,BMW,M5,507,très longue,5,5,bleu,false,94800
7097 GZ 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
5762 JH 43,Audi,A2 1.4,75,courte,5,5,noir,false,18310
5793 AE 60,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4040 PH 57,BMW,M5,507,très longue,5,5,blanc,false,94800
3378 EQ 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7016 NS 33,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
1307 ZY 49,Nissan,Primera 1.6,109,longue,5,5,bleu,false,18650
9194 AV 32,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
3272 BY 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
5243 WM 48,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
8186 YY 77,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7734 IC 43,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
9568 JE 76,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
8525 WL 95,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4646 OJ 59,Mercedes,S500,306,très longue,5,5,blanc,true,70910
9845 UY 54,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
7647 RA 71,Mercedes,S500,306,très longue,5,5,noir,false,101300
9312 VE 19,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
3290 BA 63,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
9902 VE 72,Audi,A2 1.4,75,courte,5,5,gris,true,12817
5677 YW 27,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
2585 YY 19,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3092 JZ 86,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
4771 VV 94,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
5243 CT 68,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
6299 BV 46,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
1748 NG 50,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
1448 YQ 89,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
8281 QP 38,BMW,M5,507,très longue,5,5,bleu,true,66360
9381 EA 23,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
1411 IZ 81,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
6055 CM 76,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3197 LN 61,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
3943 ZI 16,Dacia,Logan 1.6 MPI,90,moyenne,5,5,bleu,false,7500
9816 PG 24,BMW,M5,507,très longue,5,5,blanc,true,66360
5364 OM 95,BMW,M5,507,très longue,5,5,rouge,false,94800
889 QH 90,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
858 HR 96,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,true,16029
6981 VT 80,BMW,M5,507,très longue,5,5,blanc,true,66360
3719 IJ 78,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
6158 XT 67,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
9646 DA 64,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9900 RJ 20,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
3090 ZU 45,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
5362 FC 70,BMW,120i,150,moyenne,5,5,noir,true,25060
8679 XG 68,BMW,M5,507,très longue,5,5,rouge,false,94800
1561 BU 69,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
7733 BQ 33,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6090 ZF 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
9571 CY 35,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
7722 YV 83,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
6192 WG 83,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
7721 JZ 98,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
5961 CE 90,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9847 LU 57,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,true,19950
6687 DD 26,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
8114 MD 68,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
6447 GT 62,Volkswagen,New Beatle 1.8,110,moyenne,5,5,gris,false,26630
7653 UL 71,BMW,M5,507,très longue,5,5,blanc,false,94800
428 AO 94,BMW,M5,507,très longue,5,5,rouge,false,94800
7527 BS 51,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,true,34440
2559 KN 17,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
3617 LE 20,BMW,M5,507,très longue,5,5,gris,false,94800
8534 SV 76,Mercedes,S500,306,très longue,5,5,gris,true,70910
7771 FP 90,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
540 JE 64,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
2801 NH 73,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
29 DK 60,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
499 CT 34,BMW,120i,150,moyenne,5,5,bleu,true,25060
5278 CT 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
2031 QL 77,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5303 DJ 34,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4661 HN 70,Volkswagen,New Beatle 1.8,110,moyenne,5,5,blanc,false,26630
4916 RL 28,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
2101 MS 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5224 VG 21,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
7 NH 47,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
753 SP 88,BMW,M5,507,très longue,5,5,noir,false,94800
9076 ZC 27,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
5807 WH 91,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
350 JZ 46,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
9249 TK 45,Mercedes,S500,306,très longue,5,5,blanc,false,101300
715 GD 97,BMW,M5,507,très longue,5,5,blanc,false,94800
2773 IX 93,Mercedes,S500,306,très longue,5,5,rouge,false,101300
1206 DQ 95,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
8029 CC 19,Nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450
3545 IQ 58,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
4613 KC 80,Mercedes,S500,306,très longue,5,5,gris,false,101300
56 AM 66,BMW,M5,507,très longue,5,5,blanc,false,94800
4269 EV 84,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
2060 HP 49,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
5130 ZY 86,BMW,M5,507,très longue,5,5,gris,false,94800
6900 HZ 52,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
4566 JU 46,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
1968 DP 14,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5570 NN 70,Audi,A2 1.4,75,courte,5,5,gris,false,18310
8758 VE 37,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
8538 SO 44,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
2404 QB 13,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
